UserId,LengthOfScreenName,LengthOfDescriptionInUserProfile,AccountLongevity,NumerOfFollowings,NumberOfFollowers,RatioFollowingFollowers,TweetsPerDay,URLRatio,MentionRatio,MeanTimeBetweenTweets,MaxTimeBetweenTweets,HashtagRatio,FollowBackRatio
659203,7,0,1044,13,43,0.29545454545454547,0.012440191387559809,0.0514820592823713,0.25625,275.27345058626463,4488.366666666667,0.0046801872074883,3.0714285714285716
660183,8,0,1041,41,66,0.6119402985074627,0.03934740882917467,0.037082818294190356,0.13366336633663367,649.0187604690118,10090.516666666666,0.0012360939431396785,1.5714285714285714
665333,13,28,1031,165,396,0.4156171284634761,0.15988372093023256,0.010484178421654593,0.010104861773117254,94.66758793969848,1234.4666666666667,0.001715592832634388,2.3855421686746987
666633,6,73,1037,279,450,0.6186252771618626,0.26878612716763006,0.027354024197790636,0.08578947368421053,186.37571189279734,5671.133333333333,0.021567596002104155,1.6071428571428572
674433,12,105,1028,35067,35122,0.9984056031660166,34.07871720116618,0.00709334846581006,0.002026753141467369,37.94505862646566,514.95,0.005553078513234161,1.0015398654043572
678323,7,67,1035,1001,885,1.1297968397291196,0.9662162162162162,0.0013213213213213214,0.02378664103796252,126.35871021775543,3610.55,0.0009609609609609609,0.8832335329341318
680873,9,101,1028,321,506,0.6331360946745562,0.3119533527696793,0.007194244604316547,0.018673976357718006,92.91984924623115,1786.9,0.015587529976019185,1.5714285714285714
702363,7,7,1026,37,10,3.3636363636363638,0.03602726387536514,0.27058823529411763,0.020618556701030927,240.35318257956447,3650.1833333333334,0.0014705882352941176,0.2631578947368421
708623,7,41,1036,101,128,0.7829457364341085,0.09739633558341369,0.031095942358740993,0.027693474962063733,130.72068676716918,5096.95,0.043989381873340914,1.2549019607843137
709433,5,28,1024,346,297,1.1610738255033557,0.3375609756097561,0.003896103896103896,0.016237280796709243,651.6904522613065,12719.25,0.0030303030303030303,0.8559077809798271
713093,8,35,1026,75,64,1.1538461538461537,0.0730282375851996,0.026900584795321637,0.049151550614394385,1115.7123953098828,7823.683333333333,0.008187134502923977,0.8421052631578947
716013,12,27,1027,148,107,1.3703703703703705,0.14396887159533073,0.0043907793633369925,0.034047226798462386,485.0592964824121,4430.1,0.0010976948408342481,0.7181208053691275
720043,14,24,1021,172,188,0.91005291005291,0.16829745596868884,0.024365821094793058,0.014023372287145243,405.9577051926298,2961.633333333333,0.0020026702269692926,1.0867052023121386
727053,9,159,1018,310,616,0.5024311183144247,0.3042198233562316,0.0064394359942267125,0.01587830335332001,64.86113902847572,897.3833333333333,0.0007771733096480515,1.9807073954983923
735513,4,22,1031,76,221,0.34234234234234234,0.07364341085271318,0.027737226277372264,0.0664718772826881,541.0350083752094,5273.166666666667,0.00072992700729927,2.8701298701298703
738693,7,90,1019,1,4721,0.00021177467174925878,0.000980392156862745,0.00829717228553717,0.0,68.32389210019268,1620.0166666666667,0.00014305469457822706,2360.5
746493,9,0,1031,0,0,0.0,0.0,0.8524590163934426,0.0,12372.589305555557,960885.8,0.0,0.0
750963,3,0,1013,60,56,1.0526315789473684,0.05917159763313609,0.23834196891191708,1.2083333333333333,7889.341621621621,955990.8333333334,0.07253886010362694,0.9180327868852459
751443,3,24,1022,106,1277,0.08294209702660407,0.10361681329423265,0.047214353163361665,0.11058601134215501,262.3371527777778,1803.1333333333334,0.0009442870632672333,11.934579439252337
755113,9,120,1018,309,3663,0.08433406113537117,0.30323846908734053,0.0049504950495049506,0.008586679043861685,91.73341750841752,914.6833333333333,0.0006188118811881188,11.816129032258065
756206,11,0,1021,29,9,2.9,0.02837573385518591,0.07692307692307693,0.47368421052631576,10391.836486486487,87726.75,0.02564102564102564,0.3
758371,15,147,1008,222,257,0.8604651162790697,0.22001982160555006,0.01702862783810464,0.02345099975314737,383.2145728643216,16192.483333333334,0.013079960513326752,1.1524663677130045
761223,13,46,1019,425,598,0.7095158597662772,0.4166666666666667,0.05039155600953354,0.019754768392370572,310.2684254606365,5221.65,0.0030643513789581204,1.403755868544601
761483,9,65,1007,1347,1706,0.789103690685413,1.3363095238095237,0.00023011429009741504,0.006443447244275687,15.607275803722507,872.3166666666667,0.001955971465828028,1.2655786350148368
766658,8,0,1012,388,263,1.4696969696969697,0.3830207305034551,0.002251527822450949,0.019837014797340766,12.509982638888888,519.8333333333334,0.00021443122118580465,0.6760925449871465
771528,6,47,1006,152,231,0.6551724137931034,0.1509433962264151,0.006644968809330079,0.0105791401057914,106.36691792294808,917.6,0.006916192026037429,1.5098039215686274
780308,6,11,1005,168,1004,0.16716417910447762,0.16699801192842942,0.002857531636957409,0.006327822004490713,87.30235690235689,1166.75,0.0,5.940828402366864
781786,14,133,1006,481,955,0.5031380753138075,0.47765640516385305,0.004620192961000136,0.02894808371840174,168.13333333333333,1560.2666666666667,0.0031254246500883273,1.9813278008298756
782482,3,24,1006,252,3438,0.07327711544053504,0.2502482621648461,0.00036446469248291574,0.01849826863495535,15.157705192629814,568.8166666666667,0.0020956719817767653,13.588932806324111
784998,8,154,1005,270,1544,0.17475728155339806,0.268389662027833,0.000931912167278234,0.014853215284249767,16.211222780569514,543.0333333333333,0.0014561127613722407,5.697416974169742
790949,7,33,1009,360,258,1.38996138996139,0.3564356435643564,0.044201768070722826,0.055150884495317375,115.45917508417509,1255.5,0.027561102444097763,0.7146814404432132
794785,4,37,1002,9,78,0.11392405063291139,0.00897308075772682,0.9333333333333333,0.036585365853658534,8856.700306748466,1068158.3833333333,0.01818181818181818,7.8
803835,5,40,1001,128,255,0.5,0.1277445109780439,0.12002412545235223,0.0006035003017501509,483.3106365159129,3577.016666666667,0.0,1.9767441860465116
805817,9,139,991,2248,2632,0.8537789593619446,2.2661290322580645,0.01913503422526447,0.01773766920802863,57.22956448911222,1068.25,0.017268201617921593,1.1702979101823032
805922,12,7,997,207,187,1.101063829787234,0.20741482965931865,0.008204633204633204,0.06856591018831483,302.8867845117845,4421.166666666667,0.013030888030888031,0.8990384615384616
808664,4,0,994,17,32,0.5151515151515151,0.017085427135678392,0.9190751445086706,0.05813953488372093,8371.813255360623,1314100.9833333334,0.4508670520231214,1.7777777777777777
808851,6,117,985,725,732,0.9890859481582538,0.7352941176470589,0.046847635726795095,0.0319754708716601,651.4886097152429,11642.766666666666,0.005691768826619965,1.0082644628099173
810719,13,154,984,269,444,0.604494382022472,0.2730964467005076,0.00610485994733062,0.00849994014126661,129.63316582914572,1497.3333333333333,0.005147234857553268,1.6444444444444444
812035,12,70,987,392,615,0.6363636363636364,0.3967611336032389,0.0035321005609806775,0.02826267664172901,177.10117252931323,1367.25,0.00415541242468315,1.5648854961832062
813512,7,141,997,1975,3364,0.586924219910847,1.9789579158316633,0.04031209362808843,0.15224463240078073,207.47219430485762,2387.383333333333,0.036410923276983094,1.7024291497975708
813669,8,158,990,143,623,0.22916666666666666,0.1442986881937437,0.022148177185417485,0.01881983924720643,162.91658291457287,2771.7166666666667,0.026264210113680908,4.326388888888889
813798,5,146,990,615,890,0.6902356902356902,0.62058526740666,0.006709212894779905,0.027659574468085105,111.7036850921273,1393.3333333333333,0.004581901489117984,1.4448051948051948
816986,6,41,984,61,101,0.5980392156862745,0.06192893401015229,0.016937669376693765,0.05152542372881356,587.9103015075376,4022.383333333333,0.018292682926829267,1.6290322580645162
818340,9,158,994,4915,14065,0.34942414332432814,4.939698492462312,0.006721110067211101,0.007227522405319456,70.97893401015229,899.9833333333333,0.0007949700079497001,2.86106590724166
820251,11,45,985,129,701,0.18376068376068377,0.1308316430020284,0.00959462700887503,0.023512476007677544,375.52715736040614,5005.133333333333,0.00023986567522187575,5.392307692307693
820394,11,143,988,875,1596,0.5479023168440826,0.884732052578362,0.003238242097147263,0.021050196622715706,16.399407783417935,477.15,0.0020817270624518117,1.821917808219178
820694,8,75,988,1785,8103,0.22026159921026653,1.8048533872598584,0.00046666666666666666,0.008866962232074402,8.274204355108877,379.3333333333333,0.0007666666666666667,4.536954087346024
820972,9,74,994,357,401,0.8880597014925373,0.3587939698492462,0.012987012987012988,0.0704647676161919,230.9287269681742,5944.5,0.03146853146853147,1.1201117318435754
821340,14,56,994,419,380,1.099737532808399,0.421105527638191,0.029111338100102146,0.0684721512519162,100.77542087542088,2216.7,0.016853932584269662,0.9047619047619048
823162,9,78,996,1458,7211,0.2021630615640599,1.4623871614844535,0.0006365710041907591,0.00501312962520888,42.43825561312608,677.1,0.00015914275104768978,4.942426319396847
823806,11,28,980,153,136,1.1167883211678833,0.1559633027522936,0.0970556161395856,0.0851528384279476,170.74857621440538,1764.3333333333333,0.05670665212649945,0.8831168831168831
849591,8,116,992,246,8626,0.028515126927089372,0.24773413897280966,0.0018199082133248932,0.004708209693372898,45.13802345058627,2744.5,0.0014638392150656749,34.92307692307692
859571,14,18,982,533,1974,0.26987341772151896,0.5422177009155646,0.0014037177251265472,0.004381487153309512,91.16222780569514,986.55,0.004806669786039389,3.696629213483146
864371,7,45,992,2057,1894,1.0854881266490766,2.0715005035246725,0.013077858880778588,0.05111043504715546,190.45896147403687,3028.15,0.015206812652068127,0.9203109815354713
913721,3,0,987,68,29,2.2666666666666666,0.06882591093117409,0.004426177679418274,0.010436432637571158,283.52797319933,12175.983333333334,0.0015807777426493834,0.42028985507246375
930581,6,33,980,803,857,0.9358974358974359,0.81855249745158,0.12042581503659348,0.08788282290279627,839.1374371859297,9896.4,0.014637391882900865,1.0659203980099503
934071,9,40,989,1396,2281,0.6117440841367222,1.41010101010101,0.018363939899833055,0.021469465648854963,140.32051926298158,3511.2166666666667,0.0026234199856904365,1.6327845382963493
978381,10,128,978,189,168,1.1183431952662721,0.1930541368743616,0.002425418384671356,0.039786511402231925,107.71457286432161,1612.25,0.0026679602231384912,0.8842105263157894
987901,6,152,993,1759,1371,1.282069970845481,1.7696177062374245,0.009175364147264595,0.012846983253039687,233.16206030150755,4279.633333333333,0.001605688725771304,0.7789772727272727
988491,12,115,987,2234,3827,0.5835945663531871,2.2611336032388665,0.0012188261766360397,0.01303328645100797,125.31976549413736,1494.8666666666666,0.0004687792987061691,1.712304250559284
1016461,11,34,987,369,479,0.76875,0.3734817813765182,0.005201958384332925,0.033363942454851546,362.1971794871795,4270.516666666666,0.0024479804161566705,1.2945945945945947
1028821,13,28,989,731,485,1.5041152263374487,0.7383838383838384,0.02342529932326913,0.05416666666666667,1153.979229480737,13726.566666666668,0.003643935450286309,0.662568306010929
1035761,8,55,979,456,563,0.8085106382978723,0.46530612244897956,0.021123526710546455,0.0026025719534598897,261.820770519263,1579.9833333333333,0.0021429664778815248,1.2319474835886215
1039441,11,79,976,597,562,1.0603907637655416,0.6110542476970318,0.04671934043284095,0.03127147766323024,94.73894472361809,2039.8166666666666,0.0048093438680865686,0.939799331103679
1053341,14,75,984,676,1590,0.4248900062853551,0.6862944162436548,0.00255994005994006,0.011614111770215423,34.34363484087102,602.9666666666667,0.0012487512487512488,2.348596750369276
1069651,8,0,989,70,186,0.37433155080213903,0.0707070707070707,0.004506892895015907,0.042694245558207375,152.61066252587992,2668.4,0.018292682926829267,2.619718309859155
1072341,10,34,977,1233,1507,0.8176392572944297,1.2607361963190185,7.193727069994964e-05,0.0019424460431654675,51.38120567375886,1448.2666666666667,0.0,1.2212317666126418
1095931,6,0,978,327,553,0.5902527075812274,0.33401430030643514,0.26666666666666666,0.33398821218074654,1220.237688442211,8228.4,0.08823529411764706,1.6859756097560976
1097451,5,110,978,374,2722,0.13734851266984943,0.38202247191011235,0.0010882576994232234,0.017631693513278188,247.62353433835847,5455.383333333333,0.002829470018500381,7.258666666666667
1101481,10,159,977,572,379,1.5052631578947369,0.5848670756646217,0.03808908973531311,0.07299741602067183,155.89991582491584,1591.35,0.057456423499031635,0.6614310645724258
1114011,12,53,989,87,156,0.554140127388535,0.08787878787878788,0.006146281499692686,0.03874538745387454,604.8707705192629,11520.933333333332,0.005531653349723417,1.7727272727272727
1114231,4,21,976,751,1173,0.6396933560477002,0.7686796315250768,0.000562271577171774,0.005984416418989477,16.29680134680135,450.9166666666667,0.0002409735330736174,1.559840425531915
1121591,6,17,980,494,446,1.1051454138702461,0.5035677879714577,0.043519619500594534,0.006184586108468126,125.0228426395939,2678.2,0.0019024970273483948,0.901010101010101
1144181,6,21,986,659,699,0.9414285714285714,0.6676798378926039,0.021952043228638973,0.05067567567567568,138.35541237113404,2311.9,0.01485984464707869,1.059090909090909
1145151,9,93,984,1164,583,1.9931506849315068,1.1817258883248731,0.08528428093645485,0.06108786610878661,267.9170854271357,5328.066666666667,0.020066889632107024,0.5004291845493563
1157891,11,101,976,406,362,1.118457300275482,0.4155578300921187,0.08667287977632805,0.16511194029850745,260.8646566164154,2654.5333333333333,0.023299161230195712,0.8894348894348895
1330201,15,85,984,356,2318,0.15351444588184562,0.3614213197969543,0.018734177215189874,0.09067882472137791,291.7673400673401,19410.883333333335,0.0379746835443038,6.492997198879552
1357191,10,112,971,220,1103,0.19927536231884058,0.22633744855967078,0.022657450076804916,0.072992700729927,245.93040201005027,4060.5,0.0038402457757296467,4.990950226244344
1387211,5,0,979,219,693,0.31556195965417866,0.22346938775510203,0.03638184245660881,0.025041736227045076,158.9466499162479,2216.6,0.002336448598130841,3.15
1393571,8,160,977,435,364,1.1917808219178083,0.4447852760736196,0.012979683972911963,0.10163749294184077,259.64209183673466,2215.15,0.004514672686230248,0.8348623853211009
1401261,8,52,987,406,1323,0.3066465256797583,0.4109311740890688,0.00038612833940681034,0.0028477652283038905,17.88601340033501,659.0,0.0,3.250614250614251
1421521,8,21,975,316,1041,0.30326295585412666,0.3237704918032787,0.04769921436588103,0.08366086468276249,296.9385259631491,2842.9333333333334,0.021885521885521887,3.2839116719242902
1456331,15,13,974,237,116,2.0256410256410255,0.24307692307692308,0.006478999106344951,0.03217877094972067,62.47696817420435,776.2166666666667,0.0071492403932082215,0.48739495798319327
1463931,6,12,983,37,53,0.6851851851851852,0.037601626016260166,0.01662049861495845,0.11095700416088766,140.50527638190954,1809.8833333333334,0.0013850415512465374,1.394736842105263
1479681,7,20,971,153,859,0.17790697674418604,0.1574074074074074,0.033229491173416406,0.21205821205821207,772.744472361809,36695.03333333333,0.09345794392523364,5.577922077922078
1501881,8,53,983,28883,31756,0.9095002676575243,29.352642276422763,0.007102993404363267,0.03501649327581832,163.69438860971525,5431.066666666667,0.0015220700152207,1.0994322116050408
1524641,5,95,970,1113,1074,1.0353488372093023,1.1462409886714726,0.0028215377380672465,0.010581388513314914,28.74489112227806,554.1666666666666,0.0036444862450035267,0.9640933572710951
1551941,8,32,982,127,133,0.9477611940298507,0.12919633774160733,0.0662739322533137,0.1592920353982301,894.8028475711892,7258.316666666667,0.022091310751104567,1.0390625
1565151,9,106,970,749,924,0.8097297297297297,0.7713697219361483,0.0012810248198558848,0.011850428376971735,77.6853433835846,1313.3833333333334,0.004963971176941554,1.232
1580771,10,92,973,59,181,0.3241758241758242,0.060574948665297744,0.006541291905151268,0.02093555773634282,86.62236180904522,817.25,0.006214227309893704,3.0166666666666666
1590921,9,9,972,37,391,0.09438775510204081,0.03802672147995889,0.0047489823609226595,0.10590631364562118,101.34221105527638,1397.6166666666666,0.0,10.289473684210526
1643931,15,94,972,121,1002,0.12063808574277168,0.12435765673175746,0.0006535662934076947,0.007407407407407408,13.163735343383586,609.2,0.00013071325868153894,8.21311475409836
1659921,11,26,970,107,200,0.5323383084577115,0.1101956745623069,0.004663473657675826,0.01159712592966091,94.15360134003349,1204.3833333333334,0.0013864381144441643,1.8518518518518519
1754641,15,39,968,138,12579,0.010969793322734499,0.14241486068111456,0.0063295145262358375,0.0,43.24271356783919,876.8166666666667,0.0,90.49640287769785
1765001,6,67,972,879,1179,0.7449152542372881,0.9033915724563206,0.003416242133652982,0.00731239510908655,50.61298157453936,1417.95,0.00017980221756068324,1.3397727272727273
1783541,11,121,975,274,359,0.7611111111111111,0.2807377049180328,0.007095553453169348,0.028152353915306363,265.36934673366835,1690.5333333333333,0.0021286660359508044,1.3054545454545454
1784651,5,0,979,171,564,0.30265486725663715,0.17448979591836736,0.010131332082551596,0.024399399399399398,280.98358458961474,4037.0666666666666,0.0,3.2790697674418605
1834241,8,26,971,162,209,0.7714285714285715,0.16666666666666666,0.01154039136979428,0.04215809284818068,88.83537414965987,2358.35,0.0007526342197691922,1.2822085889570551
1916331,10,24,975,106,414,0.25542168674698795,0.10860655737704918,0.0041123085649461145,0.007233016593391008,129.93802345058626,2108.2166666666667,0.004395916052183778,3.869158878504673
1917731,7,86,977,22332,20503,1.0891533359344518,22.834355828220858,0.02888086642599278,0.0,130.84924623115577,981.9833333333333,0.0,0.9180584784847535
1919751,10,78,966,113,94,1.1894736842105262,0.11685625646328852,0.004171011470281543,0.041731872717788214,217.47713567839193,4993.15,0.0036496350364963502,0.8245614035087719
1925191,7,100,971,306,334,0.9134328358208955,0.3148148148148148,0.0745697896749522,0.05612244897959184,294.3267169179229,3012.25,0.014021669853409816,1.0879478827361564
1937751,10,29,971,642,1874,0.3424,0.6604938271604939,0.002029220779220779,0.019212555811121634,117.99028475711893,1809.3333333333333,0.0016233766233766235,2.9144634525660966
2020351,6,132,972,791,6477,0.12210558814448905,0.8129496402877698,0.01746346296755016,0.017465626161278336,67.17635658914729,852.5333333333333,0.0012385434728758979,8.178030303030303
2063921,8,111,973,314,1294,0.24247104247104248,0.32238193018480493,0.0019869852466345437,0.012220566318926976,28.678956228956228,696.7333333333333,0.0007451194674879539,4.1079365079365076
2149371,7,12,980,37,51,0.7115384615384616,0.03771661569826707,0.016469377251672673,0.049948506694129764,264.2863484087102,2794.866666666667,0.000514668039114771,1.3421052631578947
2162791,6,160,964,253,2280,0.11091626479614204,0.2621761658031088,0.0018429013526200493,0.00737186174281939,77.80896147403685,2312.516666666667,0.0013560972217392816,8.976377952755906
2192201,9,75,964,204,8338,0.024463364911859936,0.21139896373056996,0.005673335323977307,0.013142174432497013,438.44654882154884,20854.55,0.016721409375933114,40.673170731707316
2204991,6,27,968,31,50,0.6078431372549019,0.03199174406604747,0.03155818540433925,0.09772951628825272,237.9855108877722,3980.616666666667,0.008875739644970414,1.5625
2212031,5,16,972,46,77,0.5897435897435898,0.047276464542651594,0.008268482490272374,0.040389294403892946,275.3962311557789,1957.8166666666666,0.003404669260700389,1.6382978723404256
2269011,5,24,972,104,94,1.0947368421052632,0.10688591983556012,0.1187214611872146,0.1173780487804878,709.2290619765495,11740.866666666667,0.0030441400304414,0.8952380952380953
2276201,12,140,973,295,442,0.6659142212189616,0.3028747433264887,0.0032102728731942215,0.018117188395826166,62.64089347079038,751.65,0.0016051364365971107,1.4932432432432432
2300251,7,42,963,506,1041,0.4856046065259117,0.524896265560166,0.010881593507930653,0.02213613724405091,127.4353433835846,1466.8833333333334,0.010881593507930653,2.0532544378698225
2304641,11,43,969,91,89,1.011111111111111,0.09381443298969072,0.07600950118764846,0.29523809523809524,765.8536850921273,10369.65,0.052256532066508314,0.967391304347826
2394771,11,160,963,229,129,1.7615384615384615,0.237551867219917,0.007139857202855943,0.05588235294117647,58.18886097152429,796.65,0.010499790004199917,0.5608695652173913
2400461,8,0,971,35,52,0.660377358490566,0.0360082304526749,0.1299093655589124,0.15454545454545454,1121.188190954774,8029.45,0.01812688821752266,1.4444444444444444
2505051,10,44,968,90,81,1.0975609756097562,0.09287925696594428,0.22325581395348837,0.11682242990654206,6801.68701842546,619959.2833333333,0.04186046511627907,0.8901098901098901
2558991,12,155,972,1114,1929,0.5772020725388601,1.144912641315519,0.004026385676347126,0.013708019191226868,104.37102177554438,1675.0833333333333,0.0029983723121733918,1.7300448430493274
2681441,8,83,966,467,834,0.5592814371257485,0.48293691830403307,0.0038968124074507055,0.007716289945440374,15.88534338358459,551.3833333333333,0.004052684903748734,1.7820512820512822
2711581,8,36,967,399,496,0.8028169014084507,0.4121900826446281,0.0038294168842471716,0.014275766016713091,101.48643216080401,1564.3666666666666,0.019495213228894692,1.24
2714811,9,40,964,7,131,0.05303030303030303,0.007253886010362694,0.00044004400440044003,0.011772472219166025,51.38760469011725,1186.35,0.0,16.375
2728891,3,0,966,0,136,0.0,0.0,0.06228589224540641,0.0,43.421775544388616,538.5,0.0018685767673621925,136.0
2809821,7,107,962,1532,1568,0.9764181007010835,1.5908618899273106,0.028493557978196235,0.03990086741016109,73.14087102177554,1097.9833333333333,0.004955401387512388,1.0228310502283104
2846581,5,104,959,263,260,1.0076628352490422,0.27395833333333336,0.006817332835263355,0.01942654338283366,21.639447236180903,1089.65,0.0034553604781471796,0.9848484848484849
2871341,12,28,963,76,83,0.9047619047619048,0.07883817427385892,0.007442489851150203,0.028426395939086295,404.8527210884354,3818.5666666666666,0.010825439783491205,1.077922077922078
2889981,7,0,963,308,454,0.676923076923077,0.31950207468879666,0.005070526412833042,0.007836990595611285,89.9951282051282,3770.0666666666666,0.0,1.4692556634304208
2899671,12,153,962,332,527,0.6287878787878788,0.34475597092419524,0.0013091959730937655,0.005959367945823928,9.669262981574539,548.55,0.0009480384632747957,1.5825825825825826
2933131,12,49,960,149,1123,0.13256227758007116,0.1550468262226847,0.009666803784450843,0.005210833047651697,58.384673366834164,642.2666666666667,0.0002742355683532154,7.486666666666666
2986671,5,37,966,129,2005,0.06430707876370888,0.13340227507755947,0.0026037899609431506,0.02228009259259259,138.3253768844221,2882.0833333333335,0.0021698249674526253,15.423076923076923
3038091,8,0,961,92,42,2.13953488372093,0.09563409563409564,0.0136986301369863,0.07911392405063292,347.68408710217756,3267.85,0.001053740779768177,0.45161290322580644
3053791,6,131,958,299,539,0.5537037037037037,0.31178310740354537,0.0017595307917888563,0.00963633316574493,32.92177554438861,784.4833333333333,0.004356933389191454,1.7966666666666666
